application_no,date_received,date_released,year,month,quarter,application_type,current_stage,assigned_staff,barangay,purpose,zone_classification,latitude,longitude,lot_area_sqm,floor_area_sqm,no_of_floors,total_fee_php,processing_days,is_compliant,monthly_rainfall_mm,inflation_rate_pct,working_days_month
ZA-2023-0775,2023-08-22,2023-09-08,2023,8,3,Locational Clearance,Released,"Bautista, R.",Tulo,Apartment/Boarding House,Residential Medium Density (R-2),13.852967,121.172849,242,95.0,1,1128.5,13,1,239.7,5.97,22
ZA-2023-0776,2023-08-23,2023-09-14,2023,8,3,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay I,Warehouse/Storage Facility,Institutional (Inst),13.895774,121.180875,1192,485.0,2,3792.42,16,0,172.6,6.0,22
ZA-2023-0777,2023-08-23,2023-09-29,2023,8,3,Development Permit,Released,"Bautista, R.",Plaridel,Memorial Park Development,Commercial (C-1),13.831507,121.170739,452,175.0,1,2383.32,27,1,187.7,6.14,22
ZA-2023-0778,2023-08-25,2023-09-25,2023,8,3,Locational Clearance,Released,"Garduque, H.",Parang,Gasoline Station,Residential Medium Density (R-2),13.837836,121.185045,218,142.0,1,959.36,21,1,223.1,5.74,22
ZA-2023-0779,2023-08-25,2023-09-15,2023,8,3,Locational Clearance,Released,"Bautista, R.",Tulo,Warehouse/Storage Facility,Industrial (I-1),13.865872,121.244232,10103,8868.0,1,26466.71,15,1,187.3,6.29,22
ZA-2023-0780,2023-09-01,2023-10-04,2023,9,3,Development Permit,Released,"Bautista, R.",Sico,Eco-Tourism Site,Residential Medium Density (R-2),13.825424,121.227886,332,200.0,1,2004.06,23,1,150.7,6.27,21
ZA-2023-0781,2023-09-04,2023-10-13,2023,9,3,Locational Clearance,Released,"Castillo, J.",Lodlod,Medical Clinic,Residential Low Density (R-1),13.87532,121.240668,326,272.0,1,1346.43,29,1,130.2,5.99,21
ZA-2023-0782,2023-09-06,2023-10-02,2023,9,3,Locational Clearance,Released,"Garduque, H.",Parang,Mini-Grocery/Sari-Sari Store,Agricultural (A),13.852305,121.18718,3069,1636.0,1,9627.93,18,1,139.8,5.73,21
ZA-2023-0783,2023-09-07,2023-09-19,2023,9,3,Locational Clearance,Released,"Tipan, S.",Lumbang,Commercial Building Construction,Residential Medium Density (R-2),13.898566,121.201287,649,293.0,1,2285.17,8,0,185.4,6.46,21
ZA-2023-0784,2023-09-14,2023-09-20,2023,9,3,Locational Clearance,Released,"Bautista, R.",Poblacion Barangay III,Medical Clinic,Industrial (I-1),13.831964,121.178307,1339,445.0,1,4498.06,4,1,141.3,6.13,21
ZA-2023-0785,2023-09-22,2023-10-30,2023,9,3,Development Permit,Released,"Garduque, H.",Tulo,Commercial Complex Development,Residential Medium Density (R-2),13.846205,121.186791,346,303.0,1,2113.54,26,0,154.0,6.0,21
ZA-2023-0786,2023-09-27,2023-11-10,2023,9,3,Locational Clearance,Released,"Cruz, M.",Pinagkawitan,Gasoline Station,Residential Medium Density (R-2),13.883357,121.180174,566,475.0,1,1905.94,32,0,142.5,5.89,21
ZA-2023-0787,2023-10-04,2023-10-13,2023,10,4,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay I,Residential House Construction,Residential Low Density (R-1),13.83011,121.247895,321,203.0,1,1605.74,7,0,141.0,5.78,23
ZA-2023-0788,2023-10-05,2023-10-19,2023,10,4,Locational Clearance,Released,"Castillo, J.",Pinagkawitan,Place of Worship,Residential Low Density (R-1),13.865315,121.207741,314,256.0,1,1117.2,10,1,156.3,5.99,23
ZA-2023-0789,2023-10-05,2023-10-18,2023,10,4,Locational Clearance,Released,"Bautista, R.",Marawoy,Mini-Grocery/Sari-Sari Store,Residential Medium Density (R-2),13.877331,121.204983,560,469.0,1,2220.01,9,1,114.5,5.92,23
ZA-2023-0790,2023-10-10,2023-10-26,2023,10,4,Locational Clearance,Released,"Castillo, J.",Santo Niño,Medical Clinic,Residential Medium Density (R-2),13.858463,121.249361,287,168.0,1,1120.06,12,1,143.2,6.14,23
ZA-2023-0791,2023-10-16,2023-10-20,2023,10,4,Zoning Certificate,Released,"Tipan, S.",Bulacnin,Business Permit Application,Institutional (Inst),13.836246,121.202156,1016,,1,2779.34,4,1,123.6,6.29,23
ZA-2023-0792,2023-10-17,2023-11-14,2023,10,4,Locational Clearance,Released,"Castillo, J.",Tambo,Mini-Grocery/Sari-Sari Store,Agricultural (A),13.847381,121.17671,10721,6987.0,1,33052.08,20,1,145.1,5.6,23
ZA-2023-0793,2023-10-17,2023-10-24,2023,10,4,Locational Clearance,Released,"Castillo, J.",Pinagkawitan,Poultry/Livestock Farm,Industrial (I-1),13.877633,121.210923,1791,819.0,1,5820.43,5,1,170.0,6.03,23
ZA-2023-0794,2023-10-18,2023-11-07,2023,10,4,Locational Clearance,Released,"Tipan, S.",Latag,Subdivision Development,Commercial (C-1),13.878596,121.244649,861,383.0,2,2328.95,14,1,118.7,6.58,23
ZA-2023-0795,2023-10-18,2023-11-03,2023,10,4,Locational Clearance,Released,"Cruz, M.",Bulacnin,Place of Worship,Commercial (C-1),13.837142,121.175159,388,277.0,2,1278.57,12,1,158.7,6.35,23
ZA-2023-0796,2023-10-20,2023-12-06,2023,10,4,Development Permit,Released,"Castillo, J.",Bulacnin,Resort/Tourism Facility,Residential Low Density (R-1),13.875618,121.20344,967,790.0,1,3406.86,33,1,159.1,6.26,23
ZA-2023-0797,2023-10-24,2023-11-08,2023,10,4,Locational Clearance,Released,"Cruz, M.",Talisay,Gasoline Station,Residential Low Density (R-1),13.893972,121.179,683,260.0,1,1687.94,11,1,125.8,5.8,23
ZA-2023-0798,2023-10-25,2023-11-30,2023,10,4,Development Permit,Released,"Cruz, M.",Bulacnin,Eco-Tourism Site,Residential Low Density (R-1),13.845572,121.234835,263,171.0,1,1976.03,26,1,146.7,6.28,23
ZA-2023-0799,2023-10-25,2024-01-03,2023,10,4,Development Permit,Released,"Cruz, M.",Pinagtongulan,Commercial Complex Development,Residential Low Density (R-1),13.898438,121.209508,288,104.0,1,2126.93,50,1,141.8,5.47,23
ZA-2023-0800,2023-10-26,2023-11-02,2023,10,4,Zoning Certificate,Released,"Bautista, R.",Bulacnin,Property Sale/Transfer,Commercial (C-2),13.868538,121.220143,1460,,2,4537.88,5,0,150.2,6.43,23
ZA-2023-0801,2023-10-26,2023-12-12,2023,10,4,Development Permit,Released,"Cruz, M.",Lodlod,Reclamation Project,Residential Low Density (R-1),13.837251,121.176704,570,421.0,1,3253.96,33,0,163.7,5.18,23
ZA-2023-0802,2023-10-31,2024-01-11,2023,10,4,Development Permit,Released,"Castillo, J.",Pinagkawitan,Resort/Tourism Facility,Industrial (I-1),13.869217,121.236243,2679,1721.0,2,7437.56,52,1,134.7,5.66,23
ZA-2023-0803,2023-11-01,2023-11-21,2023,11,4,Locational Clearance,Released,"Tipan, S.",Pinagtongulan,Place of Worship,Agricultural (A),13.838194,121.183706,2455,918.0,2,6847.32,14,1,90.7,6.48,21
ZA-2023-0804,2023-11-02,2023-11-22,2023,11,4,Locational Clearance,Released,"Bautista, R.",Poblacion Barangay I,Food Establishment,Commercial (C-1),13.856989,121.201205,348,291.0,2,1213.63,14,1,86.5,5.88,21
ZA-2023-0805,2023-11-02,2023-11-06,2023,11,4,Zoning Certificate,Released,"Castillo, J.",Poblacion Barangay I,Bank/Loan Requirement,Agricultural (A),13.820426,121.215186,6480,,2,15844.02,2,0,55.9,5.65,21
ZA-2023-0806,2023-11-08,2024-01-01,2023,11,4,Development Permit,Released,"Cruz, M.",Pinagkawitan,New Residential Subdivision,Commercial (C-1),13.86156,121.206043,799,532.0,1,2994.98,38,1,75.4,5.92,21
ZA-2023-0807,2023-11-09,2023-12-19,2023,11,4,Locational Clearance,Released,"Garduque, H.",Sico,Car Wash,Agricultural (A),13.829316,121.217718,8870,6579.0,1,14928.68,28,1,69.2,5.94,21
ZA-2023-0808,2023-11-09,2023-11-10,2023,11,4,Zoning Certificate,Released,"Tipan, S.",Latag,Boundary Dispute Resolution,Industrial (I-1),13.871502,121.196625,6653,,3,12330.37,1,1,86.0,6.38,21
ZA-2023-0809,2023-11-10,2023-12-26,2023,11,4,Locational Clearance,Released,"Castillo, J.",Marawoy,Commercial Building Construction,Residential Medium Density (R-2),13.895409,121.235439,735,226.0,1,2371.6,32,0,52.3,6.16,21
ZA-2023-0810,2023-11-13,2023-11-21,2023,11,4,Locational Clearance,Released,"Castillo, J.",Iligan,Warehouse/Storage Facility,Agricultural (A),13.83323,121.248217,3435,2013.0,1,8986.99,6,1,75.8,6.26,21
ZA-2023-0811,2023-11-14,2023-12-21,2023,11,4,Locational Clearance,Released,"Tipan, S.",Tambo,Mini-Grocery/Sari-Sari Store,Commercial (C-1),13.866258,121.20985,388,263.0,2,1626.22,27,1,50.1,6.19,21
ZA-2023-0812,2023-11-15,2023-11-30,2023,11,4,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Place of Worship,Residential Medium Density (R-2),13.828302,121.235034,347,115.0,1,1029.58,11,1,76.5,5.91,21
ZA-2023-0813,2023-11-15,2023-11-21,2023,11,4,Zoning Certificate,Released,"Tipan, S.",Tambo,Property Sale/Transfer,Commercial (C-1),13.861411,121.200557,676,,3,1396.07,4,1,60.3,6.05,21
ZA-2023-0814,2023-11-15,2023-12-15,2023,11,4,Development Permit,Released,"Castillo, J.",Parang,Reclamation Project,Institutional (Inst),13.877565,121.178596,951,493.0,3,3432.08,22,1,82.1,6.21,21
ZA-2023-0815,2023-11-20,2023-12-04,2023,11,4,Locational Clearance,Released,"Garduque, H.",Mabini,Commercial Building Construction,Residential Low Density (R-1),13.85649,121.172402,391,192.0,1,1837.68,10,0,95.1,5.42,21
ZA-2023-0816,2023-11-21,2023-12-14,2023,11,4,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay I,Mini-Grocery/Sari-Sari Store,Commercial (C-2),13.845201,121.216044,1107,876.0,1,3614.82,17,1,64.3,5.79,21
ZA-2023-0817,2023-11-22,2024-01-17,2023,11,4,Development Permit,Released,"Castillo, J.",Poblacion Barangay I,Mixed-Use Development,Institutional (Inst),13.840272,121.210402,605,324.0,3,3105.14,40,1,79.6,6.14,21
ZA-2023-0818,2023-11-23,2023-12-07,2023,11,4,Development Permit,Released,"Garduque, H.",Parang,Commercial Complex Development,Commercial (C-2),13.881063,121.227809,1388,725.0,3,5108.7,10,1,65.9,5.67,21
ZA-2023-0819,2023-11-23,2023-12-07,2023,11,4,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay I,Car Wash,Commercial (C-1),13.851923,121.248393,178,134.0,4,1088.28,10,1,83.2,5.6,21
ZA-2023-0820,2023-11-24,2024-01-08,2023,11,4,Development Permit,Released,"Tipan, S.",Tulo,Reclamation Project,Open Space (OS),13.889768,121.193115,340,202.0,3,2302.8,31,1,92.8,5.43,21
ZA-2023-0821,2023-11-27,2024-02-02,2023,11,4,Development Permit,Released,"Tipan, S.",Poblacion Barangay II,Resort/Tourism Facility,Commercial (C-1),13.831577,121.234898,358,261.0,3,2700.12,49,1,85.9,5.72,21
ZA-2023-0822,2023-11-28,2023-12-21,2023,11,4,Locational Clearance,Released,"Castillo, J.",Pinagkawitan,Mini-Grocery/Sari-Sari Store,Institutional (Inst),13.858052,121.218225,503,314.0,2,2243.35,17,1,106.3,5.87,21
ZA-2023-0823,2023-11-28,2024-01-30,2023,11,4,Development Permit,Released,"Bautista, R.",Mabini,New Residential Subdivision,Commercial (C-1),13.876784,121.246047,438,384.0,5,2345.18,45,1,87.2,5.75,21
ZA-2023-0824,2023-11-29,2023-12-18,2023,11,4,Locational Clearance,Released,"Cruz, M.",Santo Niño,Gasoline Station,Industrial (I-1),13.845832,121.208502,1247,955.0,2,3793.75,13,1,54.3,6.51,21
ZA-2023-0825,2023-11-29,2024-01-16,2023,11,4,Development Permit,Released,"Garduque, H.",Pinagkawitan,Reclamation Project,Residential Low Density (R-1),13.852736,121.213534,1176,643.0,1,3589.54,34,1,71.9,6.94,21
ZA-2023-0826,2023-12-01,2023-12-11,2023,12,4,Locational Clearance,Released,"Bautista, R.",Lodlod,Gasoline Station,Commercial (C-1),13.868396,121.222759,490,197.0,1,1626.8,6,0,52.1,5.94,20
ZA-2023-0827,2023-12-07,2023-12-19,2023,12,4,Zoning Certificate,Released,"Tipan, S.",Santol,Business Permit Application,Commercial (C-2),13.885637,121.238316,1817,,1,6026.11,8,0,31.9,5.77,20
ZA-2023-0828,2023-12-11,2024-01-10,2023,12,4,Development Permit,Released,"Castillo, J.",Halang,Memorial Park Development,Commercial (C-1),13.841913,121.18599,299,243.0,2,2293.12,22,1,50.5,5.81,20
ZA-2023-0829,2023-12-12,2023-12-28,2023,12,4,Locational Clearance,Released,"Bautista, R.",Sico,Food Establishment,Residential Low Density (R-1),13.874091,121.226168,465,259.0,1,2015.71,12,1,54.5,6.28,20
ZA-2023-0830,2023-12-12,2024-01-02,2023,12,4,Locational Clearance,Released,"Garduque, H.",Halang,Medical Clinic,Institutional (Inst),13.874284,121.215645,613,218.0,2,2460.96,15,0,38.8,6.19,20
ZA-2023-0831,2023-12-25,2024-01-02,2023,12,4,Zoning Certificate,Released,"Castillo, J.",Sampaguita,Building Permit Requirement,Commercial (C-1),13.866641,121.242713,368,,1,882.31,6,0,27.8,5.9,20
ZA-2023-0832,2023-12-29,2024-01-25,2023,12,4,Locational Clearance,Released,"Garduque, H.",Plaridel,Place of Worship,Residential Low Density (R-1),13.827442,121.217141,477,237.0,1,1361.65,19,1,41.2,5.48,20
ZA-2024-0833,2024-01-02,2024-02-13,2024,1,1,Development Permit,Released,"Garduque, H.",Pinagkawitan,Commercial Complex Development,Open Space (OS),13.878945,121.208075,555,466.0,1,3205.37,30,1,28.6,3.71,22
ZA-2024-0834,2024-01-02,2024-02-14,2024,1,1,Locational Clearance,Released,"Castillo, J.",Pinagtongulan,Car Wash,Residential Medium Density (R-2),13.875891,121.226315,418,217.0,1,1585.26,31,1,17.4,3.46,22
ZA-2024-0835,2024-01-03,2024-01-10,2024,1,1,Locational Clearance,Released,"Garduque, H.",Parang,Medical Clinic,Residential Medium Density (R-2),13.870683,121.189883,489,290.0,1,1978.77,5,1,14.6,3.51,22
ZA-2024-0836,2024-01-05,2024-01-17,2024,1,1,Locational Clearance,Released,"Cruz, M.",Munting Pulo,School/Learning Center,Residential Low Density (R-1),13.8563,121.210554,340,169.0,1,1143.35,8,1,10.3,3.51,22
ZA-2024-0837,2024-01-10,2024-02-23,2024,1,1,Development Permit,Released,"Castillo, J.",Lodlod,Resort/Tourism Facility,Commercial (C-2),13.843134,121.194781,1948,1532.0,1,6097.54,32,1,16.6,3.83,22
ZA-2024-0838,2024-01-10,2024-02-09,2024,1,1,Development Permit,Released,"Tipan, S.",Halang,Mixed-Use Development,Commercial (C-1),13.821897,121.176383,566,299.0,1,2564.63,22,1,36.7,3.39,22
ZA-2024-0839,2024-01-11,2024-02-05,2024,1,1,Locational Clearance,Released,"Garduque, H.",Sico,Gasoline Station,Commercial (C-1),13.83772,121.210962,465,341.0,5,1770.59,17,1,40.1,3.73,22
ZA-2024-0840,2024-01-16,2024-01-26,2024,1,1,Zoning Certificate,Released,"Castillo, J.",Iligan,Building Permit Requirement,Residential Medium Density (R-2),13.884113,121.245474,1535,,1,5439.83,8,0,19.3,3.12,22
ZA-2024-0841,2024-01-16,2024-02-01,2024,1,1,Locational Clearance,Released,"Castillo, J.",Iligan,Medical Clinic,Commercial (C-2),13.840193,121.228542,911,544.0,1,1965.87,12,1,36.2,3.06,22
ZA-2024-0842,2024-01-22,2024-01-25,2024,1,1,Zoning Certificate,Released,"Castillo, J.",Tulo,Business Permit Application,Agricultural (A),13.864421,121.177995,2668,,1,8593.64,3,1,0.0,3.05,22
ZA-2024-0843,2024-01-22,2024-01-31,2024,1,1,Locational Clearance,Released,"Cruz, M.",Marawoy,Poultry/Livestock Farm,Residential Medium Density (R-2),13.854298,121.184587,888,612.0,1,2208.29,7,1,28.2,3.01,22
ZA-2024-0844,2024-01-25,2024-02-22,2024,1,1,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay I,Subdivision Development,Commercial (C-2),13.850919,121.186901,703,552.0,2,1753.23,20,1,29.5,3.26,22
ZA-2024-0845,2024-01-29,2024-05-01,2024,1,1,Development Permit,Released,"Bautista, R.",Poblacion Barangay II,New Residential Subdivision,Residential Low Density (R-1),13.880939,121.174664,507,247.0,1,2433.2,67,0,11.3,3.31,22
ZA-2024-0846,2024-02-01,2024-02-15,2024,2,1,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Gasoline Station,Industrial (I-1),13.826259,121.23305,4678,3807.0,1,16360.07,10,1,10.1,3.11,20
ZA-2024-0847,2024-02-02,2024-02-22,2024,2,1,Locational Clearance,Released,"Bautista, R.",San Jose,School/Learning Center,Commercial (C-1),13.83552,121.192788,577,469.0,3,1387.52,14,1,51.5,4.18,20
ZA-2024-0848,2024-02-07,2024-02-19,2024,2,1,Zoning Certificate,Released,"Cruz, M.",Lodlod,Building Permit Requirement,Commercial (C-1),13.835342,121.174005,645,,5,1395.99,8,0,30.9,3.44,20
ZA-2024-0849,2024-02-08,2024-02-22,2024,2,1,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay I,Commercial Building Construction,Agricultural (A),13.866246,121.200075,2604,1421.0,1,9441.05,10,1,32.5,3.52,20
ZA-2024-0850,2024-02-12,2024-03-22,2024,2,1,Development Permit,Released,"Cruz, M.",Bulacnin,Resort/Tourism Facility,Commercial (C-2),13.899889,121.188833,1140,966.0,1,4327.05,29,0,0.0,2.97,20
ZA-2024-0851,2024-02-16,2024-04-02,2024,2,1,Development Permit,Released,"Bautista, R.",San Jose,Reclamation Project,Residential Low Density (R-1),13.874954,121.19352,1009,308.0,1,4275.22,32,1,18.3,2.66,20
ZA-2024-0852,2024-02-16,2024-02-23,2024,2,1,Locational Clearance,Released,"Castillo, J.",Plaridel,Gasoline Station,Institutional (Inst),13.860672,121.18259,645,258.0,2,2600.99,5,1,14.6,3.55,20
ZA-2024-0853,2024-02-19,2024-02-26,2024,2,1,Zoning Certificate,Released,"Bautista, R.",Bolbok,Boundary Dispute Resolution,Industrial (I-1),13.841152,121.21221,4408,,1,9925.19,5,1,7.2,3.44,20
ZA-2024-0854,2024-02-22,2024-02-28,2024,2,1,Locational Clearance,Released,"Cruz, M.",Santol,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.842832,121.237537,501,315.0,1,2214.03,4,0,44.5,3.57,20
ZA-2024-0855,2024-02-28,2024-04-25,2024,2,1,Development Permit,Released,"Garduque, H.",Lodlod,Mixed-Use Development,Commercial (C-1),13.843708,121.228045,434,344.0,2,2521.17,41,1,8.2,2.95,20
ZA-2024-0856,2024-03-01,2024-03-14,2024,3,1,Locational Clearance,Released,"Garduque, H.",Pinagkawitan,Apartment/Boarding House,Commercial (C-1),13.897646,121.227285,645,234.0,1,1646.26,9,1,7.8,2.85,22
ZA-2024-0857,2024-03-01,2024-03-12,2024,3,1,Locational Clearance,Released,"Bautista, R.",Tulo,Warehouse/Storage Facility,Industrial (I-1),13.8405,121.200416,1676,954.0,2,6026.25,7,0,33.4,3.31,22
ZA-2024-0858,2024-03-04,2024-03-20,2024,3,1,Zoning Certificate,Released,"Cruz, M.",Sico,Bank/Loan Requirement,Residential Medium Density (R-2),13.858961,121.235055,749,,1,2797.33,12,1,11.3,3.21,22
ZA-2024-0859,2024-03-06,2024-04-17,2024,3,1,Locational Clearance,Released,"Garduque, H.",Santol,Commercial Building Construction,Commercial (C-1),13.893455,121.235214,770,397.0,1,3009.64,30,1,22.7,3.03,22
ZA-2024-0860,2024-03-07,2024-05-09,2024,3,1,Development Permit,Released,"Bautista, R.",Parang,Mixed-Use Development,Industrial (I-1),13.8699,121.170451,2550,937.0,1,10087.22,45,0,5.3,3.21,22
ZA-2024-0861,2024-03-08,2024-03-15,2024,3,1,Zoning Certificate,Released,"Garduque, H.",Lumbang,Bank/Loan Requirement,Institutional (Inst),13.857142,121.209625,158,,1,595.38,5,1,22.4,3.37,22
ZA-2024-0862,2024-03-08,2024-06-03,2024,3,1,Development Permit,Released,"Cruz, M.",Lumbang,Resort/Tourism Facility,Commercial (C-1),13.850237,121.207094,471,202.0,1,2854.01,61,0,29.8,3.26,22
ZA-2024-0863,2024-03-11,2024-03-28,2024,3,1,Locational Clearance,Released,"Cruz, M.",Pinagtongulan,Warehouse/Storage Facility,Commercial (C-2),13.875857,121.219902,804,380.0,3,2459.77,13,1,9.7,3.16,22
ZA-2024-0864,2024-03-13,2024-03-29,2024,3,1,Development Permit,Released,"Tipan, S.",Munting Pulo,Eco-Tourism Site,Residential Low Density (R-1),13.895129,121.22374,249,182.0,1,1941.98,12,1,38.1,3.18,22
ZA-2024-0865,2024-03-13,2024-03-28,2024,3,1,Locational Clearance,Released,"Bautista, R.",Sico,Residential House Construction,Residential Low Density (R-1),13.855268,121.220739,332,277.0,1,1628.93,11,1,36.8,2.82,22
ZA-2024-0866,2024-03-15,2024-03-29,2024,3,1,Locational Clearance,Released,"Garduque, H.",Latag,Medical Clinic,Commercial (C-1),13.83165,121.172675,593,301.0,1,2489.04,10,1,0.0,3.38,22
ZA-2024-0867,2024-03-19,2024-04-01,2024,3,1,Zoning Certificate,Released,"Bautista, R.",Pinagtongulan,Estate Settlement,Agricultural (A),13.828554,121.21038,4798,,3,16014.28,9,0,48.2,3.42,22
ZA-2024-0868,2024-03-20,2024-04-09,2024,3,1,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay III,Place of Worship,Industrial (I-1),13.847222,121.219667,6904,5521.0,2,16298.43,14,1,21.0,3.2,22
ZA-2024-0869,2024-03-21,2024-03-27,2024,3,1,Zoning Certificate,Released,"Castillo, J.",Poblacion Barangay I,Boundary Dispute Resolution,Commercial (C-1),13.824107,121.200412,809,,2,2244.2,4,1,45.9,3.58,22
ZA-2024-0870,2024-03-22,2024-03-27,2024,3,1,Zoning Certificate,Released,"Cruz, M.",Lodlod,Boundary Dispute Resolution,Residential Low Density (R-1),13.830715,121.245503,309,,1,1007.99,3,1,14.6,3.05,22
ZA-2024-0871,2024-03-27,2024-06-06,2024,3,1,Development Permit,Released,"Garduque, H.",Plaridel,New Residential Subdivision,Commercial (C-1),13.879119,121.201751,629,342.0,1,2944.23,51,1,19.2,2.98,22
ZA-2024-0872,2024-03-27,2024-04-04,2024,3,1,Locational Clearance,Released,"Tipan, S.",Pinagkawitan,Warehouse/Storage Facility,Industrial (I-1),13.8818,121.183676,1481,887.0,1,5443.68,6,1,16.9,3.24,22
ZA-2024-0873,2024-03-28,2024-05-13,2024,3,1,Development Permit,Released,"Castillo, J.",Pinagkawitan,Eco-Tourism Site,Agricultural (A),13.875977,121.189702,3936,3009.0,2,8294.89,32,1,48.5,3.32,22
ZA-2024-0874,2024-03-28,2024-05-08,2024,3,1,Development Permit,Released,"Tipan, S.",Santo Niño,Industrial Plant Expansion,Institutional (Inst),13.879328,121.200915,536,393.0,1,2787.35,29,1,7.9,3.49,22
ZA-2024-0875,2024-03-28,2024-04-12,2024,3,1,Locational Clearance,Released,"Tipan, S.",Santo Niño,Poultry/Livestock Farm,Commercial (C-1),13.828458,121.223185,211,174.0,1,953.26,11,1,20.4,2.93,22
ZA-2024-0876,2024-03-28,2024-05-13,2024,3,1,Development Permit,Released,"Castillo, J.",Kayumanggi,Commercial Complex Development,Commercial (C-2),13.860084,121.195733,850,733.0,1,3538.98,32,1,22.9,3.1,22
ZA-2024-0877,2024-04-16,2024-05-03,2024,4,2,Locational Clearance,Released,"Cruz, M.",Munting Pulo,Place of Worship,Commercial (C-1),13.842986,121.182952,306,215.0,2,1056.86,13,1,57.4,2.96,21
ZA-2024-0878,2024-04-16,2024-06-13,2024,4,2,Development Permit,Released,"Cruz, M.",Kayumanggi,Reclamation Project,Residential Low Density (R-1),13.885381,121.214819,342,209.0,1,2608.97,42,1,36.4,2.94,21
ZA-2024-0879,2024-04-17,2024-04-30,2024,4,2,Zoning Certificate,Released,"Castillo, J.",Iligan,Bank/Loan Requirement,Residential Low Density (R-1),13.875846,121.201036,316,,1,1039.18,9,1,20.5,3.1,21
ZA-2024-0880,2024-04-22,2024-04-26,2024,4,2,Locational Clearance,Released,"Garduque, H.",Pinagkawitan,Gasoline Station,Industrial (I-1),13.845042,121.235589,1702,1103.0,1,3500.87,4,1,36.3,2.64,21
ZA-2024-0881,2024-04-23,2024-05-02,2024,4,2,Locational Clearance,Released,"Tipan, S.",Lumbang,Residential House Construction,Commercial (C-1),13.855092,121.201468,1370,646.0,1,3921.28,7,0,12.3,3.13,21
ZA-2024-0882,2024-04-23,2024-06-24,2024,4,2,Development Permit,Released,"Garduque, H.",Pinagtongulan,Resort/Tourism Facility,Commercial (C-1),13.882459,121.1872,875,552.0,2,3645.0,44,0,22.4,3.47,21
ZA-2024-0883,2024-04-24,2024-04-30,2024,4,2,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay III,Residential House Construction,Residential Low Density (R-1),13.888773,121.19062,679,345.0,1,2716.48,4,1,24.8,3.17,21
ZA-2024-0884,2024-04-25,2024-05-07,2024,4,2,Locational Clearance,Released,"Castillo, J.",Tambo,Poultry/Livestock Farm,Commercial (C-1),13.881607,121.206986,227,136.0,1,865.5,8,1,21.9,3.5,21
ZA-2024-0885,2024-04-26,2024-05-09,2024,4,2,Locational Clearance,Released,"Cruz, M.",Bulacnin,School/Learning Center,Residential Low Density (R-1),13.879853,121.207572,774,296.0,1,2958.25,9,1,27.1,3.41,21
ZA-2024-0886,2024-04-26,2024-05-24,2024,4,2,Locational Clearance,Released,"Tipan, S.",Bulacnin,Commercial Building Construction,Agricultural (A),13.888151,121.224722,7985,5292.0,5,15054.02,20,1,13.9,3.47,21
ZA-2024-0887,2024-04-29,2024-05-14,2024,4,2,Locational Clearance,Released,"Cruz, M.",Santo Niño,Car Wash,Commercial (C-1),13.881477,121.187732,282,219.0,3,1023.06,11,1,43.2,2.93,21
ZA-2024-0888,2024-04-30,2024-05-20,2024,4,2,Locational Clearance,Released,"Bautista, R.",Bulacnin,Commercial Building Construction,Commercial (C-1),13.897668,121.245798,328,294.0,1,1580.78,14,1,15.0,3.13,21
ZA-2024-0889,2024-05-01,2024-05-17,2024,5,2,Zoning Certificate,Released,"Castillo, J.",Tambo,Boundary Dispute Resolution,Commercial (C-2),13.881282,121.197104,1253,,1,2516.67,12,1,130.0,3.11,22
ZA-2024-0890,2024-05-01,2024-05-20,2024,5,2,Development Permit,Released,"Cruz, M.",Plaridel,Mixed-Use Development,Residential Low Density (R-1),13.84922,121.201423,266,206.0,1,2010.64,13,1,125.6,3.25,22
ZA-2024-0891,2024-05-02,2024-05-22,2024,5,2,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay II,Place of Worship,Residential Low Density (R-1),13.821601,121.190228,1066,377.0,1,4203.69,14,1,114.8,3.2,22
ZA-2024-0892,2024-05-03,2024-05-09,2024,5,2,Locational Clearance,Released,"Bautista, R.",Talisay,Place of Worship,Commercial (C-2),13.853179,121.244428,1143,736.0,1,4152.57,4,1,110.5,3.38,22
ZA-2024-0893,2024-05-03,2024-05-15,2024,5,2,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay III,Food Establishment,Commercial (C-1),13.870017,121.248911,598,380.0,2,1990.69,8,1,105.0,3.23,22
ZA-2024-0894,2024-05-06,2024-07-04,2024,5,2,Development Permit,Released,"Cruz, M.",Talisay,Industrial Plant Expansion,Residential Medium Density (R-2),13.867682,121.206831,378,290.0,1,2242.94,43,1,98.9,2.81,22
ZA-2024-0895,2024-05-06,2024-05-30,2024,5,2,Locational Clearance,Released,"Tipan, S.",Halang,Residential House Construction,Residential Low Density (R-1),13.883331,121.208056,951,672.0,1,3116.13,18,1,143.1,3.26,22
